username,text,cleaned_text
pokimanelol,@diceyzx couldn't have done it without your pro level breakdown of animalistic playstyles,couldnt have done it without your pro level breakdown of animalistic playstyles
pokimanelol,@floaromaa genderbend small sova plsplspls,genderbend small sova plsplspls
pokimanelol,@xChocoBars dude you are the queen of timing hahahaha,dude you are the queen of timing hahahaha
pokimanelol,@QuarterJade LETS GOOOOOOOOO https://t.co/PngmCdVdHN,lets gooooooooo
pokimanelol,my first 6k  https://t.co/CjKOB6HCR3,my first k
pokimanelol,"eu friendly streamer aka i can't stop waking up early 

live @ https://t.co/wlT08j266A",eu friendly streamer aka i cant stop waking up early live
pokimanelol,RT @CaizDoFilosofo: Thanks @OfflineTV  and @pokimanelol  for featuring my artwork! It was an absolute pleasure to work with you guys ^^ htt..., thanks and for featuring my artwork it was an absolute pleasure to work with you guys ^^ htt
pokimanelol,@Subroza @ethoz why'd u cut the sheesh off tho ,whyd u cut the sheesh off tho
pokimanelol,@ConnorEatsPants @elonmusk vouch,vouch
pokimanelol,@hanner i think i'm attracted to this plant.. ,i think im attracted to this plant
pokimanelol,@netherbrickslut top tier reply lmao,top tier reply lmao
pokimanelol,@Ottomated_ congrats otto!! ,congrats otto
pokimanelol,@Smajor1995 i'm out here tryin' on diff personas for fun ,im out here tryin on diff personas for fun
pokimanelol,@GibiOfficial ilysm literally sm!!,ilysm literally sm
pokimanelol,@TeanaKitten yeah i'm impostor ,yeah im impostor
pokimanelol,"i wanna know if i tell you a secret, will you keep it? https://t.co/Kg9p30QPEX",i wanna know if i tell you a secret will you keep it
pokimanelol,@snowmarite my babyyyy ,my babyyyy
pokimanelol,@illstreetbluez ngl i laughed,ngl i laughed
pokimanelol,RT @P4ND4HUGZ: Got that drip thanks to @pokimanelol  https://t.co/jCuCQIYdB7, got that drip thanks to
pokimanelol,@Solvanas i will personally get you out of bronze,i will personally get you out of bronze
pokimanelol,@peachkkuno @brookeab @TeanaKitten @Sykkuno @Valkyrae ,
pokimanelol,@cthnitsw @imane hope u enjoy @StevenSuptic ,hope u enjoy
pokimanelol,@IsabelleIsco_ i never knew it notified the person that retweeted it too!! aaaaaaaah lol  i was lurking bc u liked... https://t.co/6xKDvA9cyF,i never knew it notified the person that retweeted it too aaaaaaaah lol i was lurking bc u liked
pokimanelol,@TubboLive ouuu kinda hyped for u to find the bonnie to your clyde ,ouuu kinda hyped for u to find the bonnie to your clyde
pokimanelol,"@silontes i get where you're coming from, and i agree that it's not easy. however i don't think we should base our... https://t.co/tlc7TbvlrN",i get where youre coming from and i agree that its not easy however i dont think we should base our
pokimanelol,@Kkatamina  the amount of girl love on this tweet.. we gotta remind each other of how deserving we are!!,the amount of girl love on this tweet we gotta remind each other of how deserving we are
pokimanelol,@AnneMunition honestly it's still better than being miserable with/for someone else,honestly its still better than being miserable with for someone else
pokimanelol,@Jack_Septic_Eye NO PRINTER!! ,no printer
pokimanelol,"@dakotaz find someone who appreciates that u spent the whole round on cams with no info, not someone who tells u to... https://t.co/oieb3kzlUz",find someone who appreciates that u spent the whole round on cams with no info not someone who tells u to
pokimanelol,@TeanaKitten  i will be here to remind u if u ever need.,i will be here to remind u if u ever need
pokimanelol,"please don't change yourself to suit someone else.

you'll end up being miserable, and miss out on all the people w... https://t.co/4wsIwhhs25",please dont change yourself to suit someone elseyoull end up being miserable and miss out on all the people w
pokimanelol,@Wafflebreadx @scarra @brodinplett @xChocoBars @Sydeon @QuarterJade @fuslie @peterparkTV @ItzMasayoshi @Natsumiii m... https://t.co/tvs2TD4QMn,m
pokimanelol,@bluubun @imane AAAAAAAH !,aaaaaaah 
pokimanelol,"RT @bluubun: pokiiii  @pokimanelol @imane 
#pokimane #poki #fanart https://t.co/OzvZGYthyd", pokiiii
pokimanelol,@chaseshaco my condolences to you and your family ,my condolences to you and your family
pokimanelol,@maee_alt @imane wowowowow ,wowowowow
pokimanelol,@scarra @QuarterJade @fuslie @peterparkTV @Sydeon @xChocoBars @ItzMasayoshi @Natsumiii @brodinplett as if anyone'll... https://t.co/bKUslAzzmU,as if anyonell
pokimanelol,"big day today 

10am - 12 pm PST - valorant w/ hiko 
12pm - 3pm - unban forms 
3pm pst - NEW among us map 
ft.... https://t.co/V8fZa4YoIj",big day today am   pm pst   valorant w  hiko pm   pm   unban forms pm pst   new among us map ft
